,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,Shots,Shots,Shots,Ice Time,Ice Time,Faceoffs,Faceoffs,Faceoffs,,,,,,-additional
429,Michael Stone,26,CGY,D,19,2,4,6,5,20,2,0,0,0,4,0,0,24,8.3,58,358:13,18:51,0,0,,41,27,2,6,,stonemi01
430,Kevin Bieksa,35,ANA,D,81,3,11,14,0,63,2,1,0,1,9,2,0,94,3.2,197,1518:50,18:45,0,0,,100,173,13,54,,biekske01
431,Nick Bjugstad,24,FLA,C,54,7,7,14,-19,22,6,1,0,1,5,2,0,91,7.7,154,710:15,13:09,186,205,47.6,9,72,21,17,,bjugsni01
432,Tony DeAngelo,21,ARI,D,39,5,9,14,-13,37,3,2,0,1,3,6,0,60,8.3,111,666:40,17:06,0,0,,48,31,4,22,,deangan01
433,Toby Enström,32,WPG,D,60,1,13,14,-7,42,0,0,1,0,7,6,0,46,2.2,111,1314:16,21:54,0,0,,94,24,8,33,,enstrto01
434,Luke Glendening,27,DET,C,74,3,11,14,-10,26,3,0,0,0,10,1,0,76,3.9,122,955:43,12:55,307,261,54.0,62,150,19,12,,glendlu01
435,Travis Hamonic,26,NYI,D,49,3,11,14,-21,60,3,0,0,0,10,1,0,74,4.1,157,1002:19,20:27,0,0,,108,58,14,39,,hamontr01
436,Vinnie Hinostroza,22,CHI,LW,49,6,8,14,-1,17,6,0,0,2,8,0,0,76,7.9,132,586:56,11:59,68,103,39.8,19,31,27,15,,hinosvi01
437,Matt Irwin,29,NSH,D,74,3,11,14,15,26,3,0,0,1,9,0,2,98,3.1,217,1203:48,16:16,0,0,,121,115,18,39,,irwinma01
438,Kevin Klein,32,NYR,D,60,3,11,14,5,31,3,0,0,0,9,1,1,54,5.6,115,1058:10,17:38,0,0,,123,135,12,35,,kleinke01
439,Brooks Orpik,36,WSH,D,79,0,14,14,32,48,0,0,0,0,14,0,0,93,0.0,181,1405:06,17:47,0,0,,132,181,12,36,,orpikbr01
440,Alexander Petrovic,24,FLA,D,49,1,13,14,-1,79,1,0,0,0,13,0,0,55,1.8,110,889:21,18:09,0,0,,55,106,16,27,,petroal01
441,Paul Postma,27,WPG,D,65,1,13,14,3,15,1,0,0,0,13,0,0,50,2.0,119,705:32,10:51,0,0,,42,36,10,29,,postmpa01
442,Benoît Pouliot,30,EDM,LW,67,8,6,14,-5,34,8,0,0,1,6,0,0,77,10.4,146,941:37,14:03,7,21,25.0,39,39,39,48,,poulibe01
443,Tim Schaller,26,BOS,C,59,7,7,14,-6,23,7,0,0,2,7,0,0,89,7.9,157,723:56,12:16,28,29,49.1,38,73,19,18,,schalti01
444,Carl Söderberg,31,COL,C,80,6,8,14,-26,22,5,1,0,0,7,1,0,128,4.7,212,1075:37,13:27,365,337,52.0,42,34,30,19,,soderca01
445,Andrej Šustr,26,TBL,D,80,3,11,14,-10,43,3,0,0,1,11,0,0,93,3.2,164,1407:07,17:35,0,1,0.0,102,45,18,49,,sustran01
446,David Desharnais,30,2TM,C,49,6,8,14,4,12,6,0,0,1,6,2,0,46,13.0,72,610:28,12:28,170,162,51.2,15,5,21,12,,deshada01
446,David Desharnais,30,MTL,C,31,4,6,10,5,6,4,0,0,1,4,2,0,30,13.3,48,406:19,13:06,76,83,47.8,6,2,15,7,,deshada01
446,David Desharnais,30,EDM,C,18,2,2,4,-1,6,2,0,0,0,2,0,0,16,12.5,24,204:09,11:21,94,79,54.3,9,3,6,5,,deshada01
447,Karl Alzner,28,WSH,D,82,3,10,13,23,28,3,0,0,0,10,0,0,81,3.7,162,1622:51,19:47,0,0,,162,105,17,52,,alzneka01
448,Oliver Bjorkstrand,21,CBJ,RW,26,6,7,13,4,6,6,0,0,2,7,0,0,55,10.9,90,366:20,14:05,1,0,100.0,9,14,8,8,,bjorkol01
449,Justin Braun,29,SJS,D,81,4,9,13,1,28,4,0,0,0,7,0,2,95,4.2,237,1626:29,20:05,0,0,,161,136,40,59,,braunju01
450,Austin Czarnik,24,BOS,C,49,5,8,13,-10,12,5,0,0,1,5,3,0,66,7.6,119,637:47,13:01,57,76,42.9,25,19,19,11,,czarnau01
451,Tyler Ennis,27,BUF,LW,51,5,8,13,-10,12,5,0,0,1,5,3,0,89,5.6,145,654:38,12:50,3,13,18.8,23,45,19,17,,ennisty01
452,Andy Greene,34,NJD,D,66,4,9,13,-16,8,2,1,1,1,6,3,0,83,4.8,190,1448:18,21:57,0,0,,124,50,26,36,Byng-60,greenan01
453,Nick Jensen,26,DET,D,49,4,9,13,-7,12,4,0,0,0,8,0,1,59,6.8,121,870:02,17:45,0,0,,56,55,10,37,,jenseni02
454,Niklas Kronwall,36,DET,D,57,2,11,13,-7,32,2,0,0,0,5,6,0,67,3.0,137,1108:50,19:27,0,0,,81,77,6,23,,kronwni01
455,Colin Miller,24,BOS,D,61,6,7,13,0,55,5,1,0,0,6,1,0,85,7.1,231,964:46,15:49,0,0,,36,85,19,30,,milleco02
456,Kevan Miller,29,BOS,D,58,3,10,13,1,50,3,0,0,1,9,0,1,49,6.1,105,1032:07,17:48,0,0,,76,121,7,21,,milleke03
457,Magnus Pääjärvi,25,STL,LW,32,8,5,13,9,6,7,1,0,3,5,0,0,51,15.7,81,388:59,12:09,1,2,33.3,16,29,11,0,,paajama01
458,Nic Petan,21,WPG,LW,54,1,12,13,-13,12,1,0,0,0,4,8,0,57,1.8,108,588:36,10:54,145,170,46.0,10,12,16,18,,petanni01
459,Ryan Reaves,30,STL,RW,80,7,6,13,4,104,7,0,0,1,6,0,0,58,12.1,105,710:48,8:53,0,5,0.0,26,239,11,4,,reavery01
460,Kris Russell,29,EDM,D,68,1,12,13,5,23,1,0,0,1,11,1,0,68,1.5,165,1442:45,21:13,0,0,,213,67,36,60,,russekr01
461,Luca Sbisa,27,VAN,D,82,2,11,13,-1,40,2,0,0,1,11,0,0,75,2.7,197,1556:04,18:59,0,0,,122,130,19,50,,sbisalu01
462,Marco Scandella,26,MIN,D,71,4,9,13,-2,25,4,0,0,0,9,0,0,88,4.5,200,1302:02,18:20,0,0,,85,50,28,36,,scandma01
463,Jordan Schroeder,26,MIN,C,37,6,7,13,5,0,6,0,0,0,7,0,0,37,16.2,55,361:50,9:47,19,21,47.5,15,29,11,5,,schrojo01
464,Lukáš Sedlák,23,CBJ,LW,62,7,6,13,10,25,6,0,1,0,6,0,0,57,12.3,116,602:50,9:43,232,211,52.4,28,66,15,10,,sedlalu01
465,Riley Sheahan,25,DET,C,80,2,11,13,-29,14,1,1,0,0,9,2,0,109,1.8,197,1117:44,13:58,236,230,50.6,38,81,20,22,,sheahri01
466,Fedor Tyutin,33,COL,D,69,1,12,13,-25,38,1,0,0,0,12,0,0,46,2.2,100,1306:45,18:56,0,0,,90,116,15,19,,tyutife01
467,Matthew Nieto,24,2TM,LW,59,7,6,13,-12,8,7,0,0,1,5,0,1,85,8.2,129,880:34,14:55,2,4,33.3,34,40,28,18,,nietoma01
467,Matthew Nieto,24,SJS,LW,16,0,2,2,-3,4,0,0,0,0,2,0,0,24,0.0,37,195:25,12:13,0,2,0.0,8,22,8,4,,nietoma01
467,Matthew Nieto,24,COL,LW,43,7,4,11,-9,4,7,0,0,1,3,0,1,61,11.5,92,685:09,15:56,2,2,50.0,26,18,20,14,,nietoma01
468,Mark Barberio,26,2TM,D,60,2,11,13,-5,14,1,1,0,0,8,3,0,80,2.5,198,1095:40,18:16,0,0,,55,20,16,33,,barbema01
468,Mark Barberio,26,MTL,D,26,0,4,4,1,10,0,0,0,0,3,1,0,28,0.0,61,393:11,15:07,0,0,,23,10,5,15,,barbema01
468,Mark Barberio,26,COL,D,34,2,7,9,-6,4,1,1,0,0,5,2,0,52,3.8,137,702:29,20:40,0,0,,32,10,11,18,,barbema01
469,Ivan Barbashev,21,STL,C,30,5,7,12,5,2,5,0,0,1,7,0,0,20,25.0,41,353:44,11:47,83,124,40.1,14,34,9,3,,barbaiv01
470,Ben Chiarot,25,WPG,D,59,2,10,12,2,33,2,0,0,0,10,0,0,49,4.1,102,903:57,15:19,0,0,,94,78,13,46,,chiarbe01
471,Kyle Clifford,26,LAK,LW,73,6,6,12,-2,92,6,0,0,0,6,0,0,122,4.9,199,782:48,10:43,2,3,40.0,7,146,17,7,,cliffky01
472,Braydon Coburn,31,TBL,D,80,5,7,12,-1,50,4,0,1,0,7,0,0,102,4.9,220,1338:43,16:44,0,0,,76,109,6,35,,coburbr01
473,Lawson Crouse,19,ARI,LW,72,5,7,12,-20,48,4,0,1,2,7,0,0,84,6.0,155,855:58,11:53,1,1,50.0,29,160,14,5,,crousla01
474,Danny DeKeyser,26,DET,D,82,4,8,12,-22,33,4,0,0,2,8,0,0,85,4.7,177,1799:36,21:57,0,0,,170,100,16,45,,dekeyda01
475,Cody Eakin,25,DAL,C,60,3,9,12,-7,49,3,0,0,1,7,2,0,82,3.7,168,1008:55,16:49,524,477,52.3,39,65,24,33,,eakinco01
476,Micheal Haley,30,SJS,C,58,2,10,12,6,128,2,0,0,1,10,0,0,37,5.4,85,532:19,9:11,66,83,44.3,23,129,18,19,,haleymi01
477,Chris Kelly,36,OTT,C,82,5,7,12,-17,23,4,0,1,2,7,0,0,85,5.9,128,979:00,11:56,223,278,44.5,48,71,18,24,,kellych01
478,Brandon Manning,26,PHI,D,65,3,9,12,-12,83,2,0,1,1,9,0,0,84,3.6,192,1173:39,18:03,0,1,0.0,79,121,9,38,,mannibr01
479,Shawn Matthias,28,WPG,LW,45,8,4,12,0,13,7,0,1,1,4,0,0,51,15.7,86,610:12,13:34,5,11,31.3,19,47,10,8,,matthsh01
480,Marc Methot,31,OTT,D,68,0,12,12,13,24,0,0,0,0,12,0,0,69,0.0,113,1347:57,19:49,0,0,,77,164,11,38,,methoma01
481,Joakim Nordström,24,CAR,LW,82,7,5,12,-12,17,6,0,1,2,5,0,0,104,6.7,185,1042:56,12:43,9,20,31.0,41,148,27,21,,nordsjo02
482,Xavier Ouellet,23,DET,D,66,3,9,12,2,51,3,0,0,0,9,0,0,89,3.4,178,1186:13,17:58,0,2,0.0,87,73,9,21,,ouellxa01
483,Devin Setoguchi,30,LAK,RW,45,4,8,12,-5,14,4,0,0,0,7,1,0,60,6.7,110,559:53,12:27,2,2,50.0,10,53,15,19,,setogde01
484,Jordan Weal,24,PHI,C,23,8,4,12,5,10,7,1,0,1,4,0,0,49,16.3,73,329:09,14:19,14,14,50.0,8,7,14,6,,wealjo01
485,Patrick Wiercioch,26,COL,D,57,4,8,12,-18,23,4,0,0,0,8,0,0,63,6.3,137,949:59,16:40,1,0,100.0,57,52,6,15,,wiercpa01
486,Peter Holland,26,2TM,C,48,5,7,12,-16,22,4,1,0,0,7,0,0,79,6.3,127,612:00,12:45,228,274,45.4,9,37,21,16,,hollape01
486,Peter Holland,26,TOR,C,8,0,1,1,-2,4,0,0,0,0,1,0,0,13,0.0,18,85:45,10:43,26,30,46.4,1,3,2,3,,hollape01
486,Peter Holland,26,ARI,C,40,5,6,11,-14,18,4,1,0,0,6,0,0,66,7.6,109,526:15,13:09,202,244,45.3,8,34,19,13,,hollape01
487,Josh Jooris,26,2TM,RW,54,4,8,12,-2,16,4,0,0,0,7,0,1,75,5.3,119,658:34,12:12,222,228,49.3,30,49,10,5,,joorijo01
487,Josh Jooris,26,NYR,RW,12,1,1,2,1,6,1,0,0,0,1,0,0,11,9.1,22,103:16,8:36,30,29,50.8,6,21,2,1,,joorijo01
487,Josh Jooris,26,ARI,RW,42,3,7,10,-3,10,3,0,0,0,6,0,1,64,4.7,97,555:18,13:13,192,199,49.1,24,28,8,4,,joorijo01
488,Tommy Wingels,28,2TM,C,73,7,5,12,-11,27,7,0,0,2,5,0,0,81,8.6,116,766:38,10:30,111,149,42.7,46,125,13,15,,wingeto01
488,Tommy Wingels,28,SJS,C,37,5,3,8,-2,15,5,0,0,2,3,0,0,42,11.9,59,372:07,10:03,59,88,40.1,22,61,6,13,,wingeto01
488,Tommy Wingels,28,OTT,C,36,2,2,4,-9,12,2,0,0,0,2,0,0,39,5.1,57,394:31,10:58,52,61,46.0,24,64,7,2,,wingeto01
489,Zach Bogosian,26,BUF,D,56,2,9,11,-17,46,2,0,0,1,8,1,0,73,2.7,135,1124:53,20:05,0,1,0.0,97,59,11,31,,bogosza01
490,Fredrik Claesson,24,OTT,D,33,3,8,11,5,4,3,0,0,0,7,0,1,25,12.0,72,433:36,13:08,0,0,,24,55,4,15,,claesfr01
491,Adam Clendening,24,NYR,D,31,2,9,11,3,17,1,1,0,0,8,1,0,38,5.3,88,490:06,15:49,0,0,,27,22,7,20,,clendad01
492,Marko Daňo,22,WPG,C,38,4,7,11,0,10,2,2,0,0,7,0,0,44,9.1,77,406:01,10:41,1,3,25.0,14,83,18,10,,danoma01
493,Jake Dotchin,22,TBL,D,35,0,11,11,10,35,0,0,0,0,11,0,0,50,0.0,113,645:01,18:26,0,0,,19,85,4,23,,dotchja01
494,Eric Fehr,31,2TM,C,53,6,5,11,2,14,6,0,0,3,5,0,0,62,9.7,97,579:11,10:56,79,76,51.0,35,82,24,10,,fehrer01
494,Eric Fehr,31,PIT,C,52,6,5,11,3,14,6,0,0,3,5,0,0,61,9.8,95,568:27,10:56,75,76,49.7,34,78,24,10,,fehrer01
494,Eric Fehr,31,TOR,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,2,10:44,10:44,4,0,100.0,1,4,0,0,,fehrer01
495,Jiří Hudler,33,DAL,RW,32,3,8,11,-3,4,2,1,0,1,8,0,0,27,11.1,55,379:12,11:51,3,2,60.0,3,9,12,7,,hudleji01
496,Dmitrij Jaškin,23,STL,RW,51,1,10,11,5,18,1,0,0,0,10,0,0,55,1.8,104,589:12,11:33,5,5,50.0,19,98,13,7,,jaskidm01
497,Johan Larsson,24,BUF,C,36,6,5,11,-7,20,5,1,0,2,5,0,0,49,12.2,93,606:41,16:51,261,271,49.1,23,33,13,16,,larssjo02
498,Ryan Murray,23,CBJ,D,60,2,9,11,3,24,2,0,0,0,7,1,1,52,3.8,110,1099:59,18:20,0,0,,96,23,8,18,,murrary01
499,Darnell Nurse,21,EDM,D,44,5,6,11,0,33,5,0,0,0,6,0,0,85,5.9,145,748:47,17:01,0,0,,53,107,11,36,,nurseda01
500,Tyler Pitlick,25,EDM,RW,31,8,3,11,0,6,8,0,0,1,3,0,0,54,14.8,76,307:39,9:55,8,7,53.3,13,70,3,8,,pitlity01
501,Roman Polák,30,TOR,D,75,4,7,11,10,65,4,0,0,1,7,0,0,64,6.3,165,1344:03,17:55,0,1,0.0,133,232,16,49,,polakro01
502,Michael Raffl,28,PHI,LW,52,8,3,11,-7,20,8,0,0,3,3,0,0,63,12.7,112,689:38,13:16,3,7,30.0,22,91,13,17,,rafflmi01
503,Joseph Cramarossa,24,2TM,LW,59,4,6,10,0,60,4,0,0,1,4,0,2,36,11.1,63,586:48,9:57,6,1,85.7,23,133,8,15,,cramajo01
503,Joseph Cramarossa,24,ANA,LW,49,4,6,10,1,51,4,0,0,1,4,0,2,26,15.4,47,480:57,9:49,6,1,85.7,22,108,7,14,,cramajo01
503,Joseph Cramarossa,24,VAN,LW,10,0,0,0,-1,9,0,0,0,0,0,0,0,10,0.0,16,105:51,10:35,0,0,,1,25,1,1,,cramajo01
504,Brenden Dillon,26,SJS,D,81,2,8,10,-2,60,2,0,0,0,8,0,0,86,2.3,202,1333:51,16:28,0,0,,81,173,11,34,,dillobr01
505,Alexei Emelin,30,MTL,D,76,2,8,10,1,71,2,0,0,0,8,0,0,82,2.4,200,1620:27,21:19,0,0,,127,241,16,84,,emelial01
506,Brian Flynn,28,MTL,C,51,6,4,10,2,4,6,0,0,0,4,0,0,47,12.8,92,615:21,12:04,69,80,46.3,29,20,13,15,,flynnbr01
507,Joshua Ho-Sang,21,NYI,RW,21,4,6,10,1,12,3,1,0,0,5,1,0,22,18.2,44,345:35,16:27,0,2,0.0,2,4,9,20,,hosanjo01
508,Stephen Johns,24,DAL,D,61,4,6,10,-10,36,4,0,0,1,5,1,0,91,4.4,201,1113:35,18:15,0,0,,130,159,20,45,,johnsst03
509,Jacob Josefson,25,NJD,C,38,1,9,10,-1,16,1,0,0,1,8,1,0,44,2.3,84,465:24,12:15,162,151,51.8,12,31,7,9,,josefja01
510,Josh Leivo,23,TOR,LW,13,2,8,10,2,4,1,1,0,0,6,2,0,27,7.4,47,163:28,12:34,1,1,50.0,4,5,11,2,,leivojo01
511,Denis Malgin,20,FLA,C,47,6,4,10,-5,8,4,2,0,1,4,0,0,67,9.0,102,528:12,11:14,67,117,36.4,15,34,17,11,,malgide01
512,Adam McQuaid,30,BOS,D,77,2,8,10,4,71,2,0,0,1,7,0,1,64,3.1,136,1405:00,18:15,0,0,,144,157,10,24,,mcquaad01
513,Cédric Paquette,23,TBL,C,58,4,6,10,-6,80,4,0,0,0,6,0,0,68,5.9,132,668:22,11:31,200,234,46.1,46,144,17,8,,paquece01
514,Adam Pelech,22,NYI,D,44,3,7,10,-5,6,3,0,0,0,7,0,0,40,7.5,89,740:42,16:50,0,0,,68,73,17,28,,pelecad01
515,Chad Ruhwedel,26,PIT,D,34,2,8,10,9,8,2,0,0,0,5,3,0,45,4.4,97,589:26,17:20,0,0,,26,36,9,12,,ruhwech01
516,Logan Shaw,25,ANA,RW,55,3,7,10,3,10,2,0,1,1,6,0,1,59,5.1,91,534:00,9:43,55,90,37.9,18,62,10,7,,shawlo01
517,Colton Sissons,23,NSH,C,58,8,2,10,11,12,7,0,1,1,2,0,0,42,19.0,73,645:08,11:07,192,192,50.0,24,104,12,11,,sissoco01
518,Anton Slepyshev,22,EDM,LW,41,4,6,10,5,4,4,0,0,0,6,0,0,55,7.3,110,455:42,11:07,2,3,40.0,15,64,19,14,Byng-45,slepyan01
519,Marc Staal,30,NYR,D,72,3,7,10,9,34,3,0,0,0,6,0,1,70,4.3,146,1380:42,19:11,0,1,0.0,97,89,22,47,,staalma01
520,Chris Tanev,27,VAN,D,53,2,8,10,3,14,2,0,0,1,8,0,0,39,5.1,92,1078:17,20:21,0,0,,91,19,15,25,,tanevch01
521,Nikita Zadorov,21,COL,D,56,0,10,10,-20,73,0,0,0,0,8,2,0,61,0.0,157,1066:00,19:02,0,0,,69,153,12,25,,zadorni01
522,Stefan Noesen,23,2TM,RW,44,8,2,10,6,24,8,0,0,0,2,0,0,63,12.7,92,489:31,11:08,26,41,38.8,10,50,11,11,,noesest01
522,Stefan Noesen,23,ANA,RW,12,2,0,2,2,2,2,0,0,0,0,0,0,12,16.7,15,78:37,6:33,21,34,38.2,1,10,3,2,,noesest01
522,Stefan Noesen,23,NJD,RW,32,6,2,8,4,22,6,0,0,0,2,0,0,51,11.8,77,410:54,12:50,5,7,41.7,9,40,8,9,,noesest01
523,Reid Boucher,23,3TM,LW,39,6,4,10,-6,8,5,1,0,0,4,0,0,70,8.6,113,465:09,11:56,0,1,0.0,14,19,18,8,,bouchre01
523,Reid Boucher,23,NJD,LW,9,0,2,2,0,2,0,0,0,0,2,0,0,12,0.0,27,110:17,12:15,0,0,,7,10,4,0,,bouchre01
523,Reid Boucher,23,NSH,C,3,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3,3,26:07,8:42,0,0,,0,1,2,1,,bouchre01
523,Reid Boucher,23,VAN,LW,27,5,2,7,-7,6,4,1,0,0,2,0,0,55,9.1,83,328:45,12:11,0,1,0.0,7,8,12,7,,bouchre01
524,Joseph Blandisi,22,NJD,LW,27,3,6,9,-10,26,2,1,0,2,2,4,0,24,12.5,50,360:43,13:22,76,93,45.0,6,37,7,4,,blandjo01
525,Daniel Carr,25,MTL,LW,33,2,7,9,4,6,2,0,0,1,7,0,0,44,4.5,73,338:26,10:15,2,1,66.7,12,19,7,6,,carrda01
526,Michael Chaput,24,VAN,C,68,4,5,9,-12,29,4,0,0,0,5,0,0,64,6.3,113,749:30,11:01,203,182,52.7,29,68,13,14,,chapumi01
527,Jonathan Ericsson,32,DET,D,51,1,8,9,-2,63,1,0,0,0,8,0,0,43,2.3,95,980:15,19:13,0,0,,36,86,9,27,,ericsjo01
528,Jason Garrison,32,TBL,D,70,1,8,9,-8,14,1,0,0,0,8,0,0,96,1.0,193,1299:41,18:34,0,0,,91,93,8,33,,garrija01
529,Tyler Graovac,23,MIN,C,52,7,2,9,7,10,7,0,0,2,2,0,0,48,14.6,84,511:43,9:50,163,180,47.5,15,52,16,4,,graovty01
530,Matt Martin,27,TOR,LW,82,5,4,9,0,123,5,0,0,0,4,0,0,66,7.6,113,729:36,8:54,0,11,0.0,26,300,16,13,,martima02
531,Scott Mayfield,24,NYI,D,25,2,7,9,-1,35,2,0,0,0,7,0,0,39,5.1,80,353:30,14:08,0,0,,36,37,8,11,,mayfisc01
532,Matt Puempel,24,2TM,LW,40,6,3,9,-11,11,3,3,0,1,3,0,0,44,13.6,80,385:45,9:39,0,1,0.0,12,28,8,6,,puempma01
532,Matt Puempel,24,OTT,LW,13,0,0,0,-5,7,0,0,0,0,0,0,0,12,0.0,24,111:24,8:34,0,1,0.0,6,10,2,0,,puempma01
532,Matt Puempel,24,NYR,LW,27,6,3,9,-6,4,3,3,0,1,3,0,0,32,18.8,56,274:21,10:10,0,0,,6,18,6,6,,puempma01
533,Brad Richardson,31,ARI,RW,16,5,4,9,-1,15,3,0,2,0,3,0,1,25,20.0,44,245:32,15:21,121,109,52.6,7,19,10,3,,richabr02
534,Jack Skille,29,VAN,RW,55,5,4,9,0,12,5,0,0,0,4,0,0,73,6.8,121,483:57,8:48,2,0,100.0,24,74,14,9,,skillja01
535,Devante Smith-Pelly,24,NJD,RW,53,4,5,9,-19,12,4,0,0,0,3,2,0,76,5.3,111,715:50,13:30,29,42,40.8,32,94,17,14,,smithde06
536,Nikita Soshnikov,23,TOR,RW,56,5,4,9,1,16,5,0,0,0,3,1,0,70,7.1,133,607:30,10:51,2,15,11.8,28,101,20,15,,soshnni01
537,Shea Theodore,21,ANA,D,34,2,7,9,-6,28,1,1,0,1,5,1,1,60,3.3,126,588:39,17:19,0,0,,30,14,4,30,,theodsh01
538,Nikita Tryamkin,22,VAN,D,66,2,7,9,-7,64,2,0,0,0,7,0,0,65,3.1,162,1104:51,16:44,0,0,,87,145,12,33,,tryamni01
539,Nail Yakupov,23,STL,RW,40,3,6,9,-3,14,3,0,0,0,6,0,0,35,8.6,68,425:53,10:39,0,0,,8,32,11,3,,yakupna01
540,Johnny Oduya,35,2TM,D,52,2,7,9,-4,18,2,0,0,0,7,0,0,37,5.4,118,950:11,18:16,0,0,,123,29,14,37,,oduyajo01
540,Johnny Oduya,35,DAL,D,37,1,6,7,-2,10,1,0,0,0,6,0,0,24,4.2,83,672:24,18:10,0,0,,81,21,7,20,,oduyajo01
540,Johnny Oduya,35,CHI,D,15,1,1,2,-2,8,1,0,0,0,1,0,0,13,7.7,35,277:47,18:31,0,0,,42,8,7,17,,oduyajo01
541,Michael Sgarbossa,24,2TM,C,38,2,7,9,-5,9,1,1,0,0,6,1,0,33,6.1,55,423:50,11:09,138,176,43.9,16,39,6,14,,sgarbmi01
541,Michael Sgarbossa,24,ANA,C,9,0,2,2,-2,0,0,0,0,0,1,1,0,7,0.0,13,85:13,9:28,34,47,42.0,4,6,0,2,,sgarbmi01
541,Michael Sgarbossa,24,FLA,C,29,2,5,7,-3,9,1,1,0,0,5,0,0,26,7.7,42,338:37,11:41,104,129,44.6,12,33,6,12,,sgarbmi01
542,Greg Pateryn,26,2TM,D,36,1,8,9,-1,10,1,0,0,0,8,0,0,42,2.4,90,555:12,15:25,0,0,,66,69,4,22,,patergr01
542,Greg Pateryn,26,MTL,D,24,1,5,6,1,4,1,0,0,0,5,0,0,28,3.6,60,345:06,14:23,0,0,,43,44,4,16,,patergr01
542,Greg Pateryn,26,DAL,D,12,0,3,3,-2,6,0,0,0,0,3,0,0,14,0.0,30,210:06,17:31,0,0,,23,25,0,6,,patergr01
543,Brendan Smith,27,2TM,D,51,3,6,9,1,63,2,1,0,1,4,2,0,62,4.8,143,981:20,19:15,0,0,,65,59,11,37,,smithbr05
543,Brendan Smith,27,DET,D,33,2,3,5,-1,34,1,1,0,1,1,2,0,39,5.1,97,618:26,18:44,0,0,,38,43,4,27,,smithbr05
543,Brendan Smith,27,NYR,D,18,1,3,4,2,29,1,0,0,0,3,0,0,23,4.3,46,362:54,20:10,0,0,,27,16,7,10,,smithbr05
544,Matt Beleskey,28,BOS,LW,49,3,5,8,-10,47,3,0,0,0,3,2,0,79,3.8,149,650:01,13:16,29,41,41.4,18,98,7,12,,belesma01
545,Pierre-Édouard Bellemare,31,PHI,LW,82,4,4,8,-1,20,4,0,0,0,3,0,1,90,4.4,172,1063:34,12:58,400,429,48.3,70,73,24,14,Selke-48,bellepi01
546,Connor Carrick,22,TOR,D,67,2,6,8,8,51,1,1,0,0,6,0,0,89,2.2,215,1094:31,16:20,0,0,,79,66,14,46,,carrico01
547,William Carrier,22,BUF,LW,41,5,3,8,-1,21,5,0,0,1,3,0,0,50,10.0,72,369:02,9:00,1,1,50.0,10,112,8,10,,carriwi01
548,Joe Colborne,27,COL,C,62,4,4,8,-21,34,2,2,0,0,3,1,0,48,8.3,76,663:20,10:42,45,72,38.5,14,86,10,18,,colbojo01
549,Dylan DeMelo,23,SJS,D,25,1,7,8,2,14,1,0,0,0,7,0,0,32,3.1,70,397:19,15:54,0,0,,32,36,4,12,,demeldy01
550,Justin Falk,28,BUF,D,52,0,8,8,-3,29,0,0,0,0,8,0,0,33,0.0,86,712:18,13:42,1,0,100.0,40,101,7,22,,falkju01
551,Christian Folin,25,MIN,D,51,2,6,8,10,26,2,0,0,0,6,0,0,39,5.1,94,761:40,14:56,0,0,,59,69,9,15,,folinch01
552,Yanni Gourde,25,TBL,C,20,6,2,8,-1,8,5,0,1,1,2,0,0,30,20.0,54,307:21,15:22,60,103,36.8,3,11,12,4,,gourdya01
553,Michal Kempný,26,CHI,D,50,2,6,8,1,22,2,0,0,0,6,0,0,67,3.0,173,748:18,14:58,0,0,,59,76,6,26,,kempnmi01
554,Paul Ladue,24,LAK,D,22,0,8,8,-5,4,0,0,0,0,4,4,0,27,0.0,55,338:55,15:24,0,0,,13,17,3,12,,laduepa01
555,Jay McClement,33,CAR,C,65,5,3,8,-8,18,4,0,1,1,3,0,0,37,13.5,87,739:52,11:23,253,272,48.2,40,49,29,15,,mccleja01
556,Jayson Megna,26,VAN,C,58,4,4,8,-4,6,4,0,0,0,3,1,0,72,5.6,107,721:11,12:26,2,14,12.5,23,87,20,8,,megnaja01
557,Jordan Nolan,27,LAK,C,46,4,4,8,-3,44,4,0,0,0,4,0,0,39,10.3,89,499:22,10:51,2,4,33.3,7,62,5,10,,nolanjo01
558,Jesse Puljujärvi,18,EDM,RW,28,1,7,8,5,10,0,1,0,0,7,0,0,41,2.4,69,315:07,11:15,0,1,0.0,10,11,12,10,,puljuje01
559,Dennis Rasmussen,26,CHI,C,68,4,4,8,-4,12,4,0,0,0,4,0,0,77,5.2,114,804:14,11:50,165,205,44.6,49,61,25,19,,rasmude01
560,Luke Schenn,27,ARI,D,78,1,7,8,-9,85,1,0,0,0,7,0,0,94,1.1,213,1407:49,18:03,0,0,,134,286,11,31,,schenlu01
561,Yannick Weber,28,NSH,D,73,1,7,8,1,25,1,0,0,1,7,0,0,72,1.4,152,870:09,11:55,0,0,,53,72,9,27,,weberya01
562,Alexey Marchenko,25,2TM,D,41,1,7,8,7,12,1,0,0,0,6,0,1,36,2.8,80,695:00,16:57,0,0,,59,22,5,22,,marchal01
562,Alexey Marchenko,25,DET,D,30,0,6,6,6,12,0,0,0,0,5,0,1,27,0.0,56,539:25,17:59,0,0,,44,8,3,16,,marchal01
