,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,Shots,Shots,Shots,Ice Time,Ice Time,Faceoffs,Faceoffs,Faceoffs,,,,,,-additional
Rk,Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO%,BLK,HIT,TAKE,GIVE,Awards,-9999
151,Kasperi Kapanen,24,PIT,RW,40,11,19,30,15,7,10,1,0,3,16,3,0,68,16.2,112,621:16,15:32,0,1,0.0,8,41,16,21,,kapanka01
152,Chris Kreider,29,NYR,LW,50,20,10,30,-1,34,9,11,0,4,7,3,0,102,19.6,177,869:52,17:24,30,45,40.0,35,115,17,32,,kreidch01
153,Charlie McAvoy,23,BOS,D,51,5,25,30,22,38,4,1,0,0,17,7,1,92,5.4,189,1223:47,24:00,0,0,,80,65,20,44,ASnhl-6Norris-5,mcavoch01
154,Mikhail Sergachev,22,TBL,D,56,4,26,30,5,30,4,0,0,1,18,8,0,108,3.7,218,1230:20,21:58,0,0,,73,66,12,34,,sergami01
155,Yegor Sharangovich,22,NJD,C,54,16,14,30,-4,4,13,2,1,3,14,0,0,114,14.0,212,907:36,16:48,26,66,28.3,20,20,38,37,Calder-10,sharaye01
156,Jason Spezza,37,TOR,C,54,10,20,30,3,6,9,1,0,2,16,4,0,81,12.3,138,595:35,11:02,275,208,56.9,10,26,15,28,Byng-34,spezzja01
157,Tomáš Tatar,30,MTL,LW,50,10,20,30,0,8,8,2,0,1,14,6,0,82,12.2,141,749:21,14:59,12,15,44.4,20,63,16,14,,tatarto01
158,Jeff Carter,36,2TM,C,54,17,13,30,3,22,15,2,0,1,10,3,0,154,11.0,226,894:31,16:34,153,161,48.7,30,41,20,16,,carteje01
158,Jeff Carter,36,LAK,C,40,8,11,19,-6,22,7,1,0,0,8,3,0,117,6.8,174,657:48,16:27,44,51,46.3,20,36,11,11,,carteje01
158,Jeff Carter,36,PIT,C,14,9,2,11,9,0,8,1,0,1,2,0,0,37,24.3,52,236:43,16:55,109,110,49.8,10,5,9,5,,carteje01
159,Brent Burns,35,SJS,D,56,7,22,29,-12,36,5,2,0,1,17,4,1,138,5.1,294,1463:56,26:09,0,0,,94,31,36,47,,burnsbr01
160,Adrian Kempe,24,LAK,LW,56,14,15,29,-18,28,9,4,1,2,5,10,0,127,11.0,238,948:13,16:56,27,41,39.7,21,47,15,20,,kempead01
161,Evgeny Kuznetsov,28,WSH,C,41,9,20,29,7,18,8,1,0,4,13,7,0,78,11.5,122,679:27,16:34,204,289,41.4,18,21,16,19,,kuzneev01
162,Paul Stastny,35,WPG,C,56,13,16,29,-3,32,11,2,0,4,10,6,0,101,12.9,157,974:56,17:25,324,268,54.7,19,38,20,19,,stastpa01
163,Tim Stützle,19,OTT,LW,53,12,17,29,-18,14,8,4,0,2,12,5,0,111,10.8,187,834:12,15:44,8,19,29.6,15,50,20,44,Calder-9,stuetti02
164,Alexander Wennberg,26,FLA,C,56,17,12,29,6,8,13,3,1,2,9,3,0,82,20.7,133,1017:21,18:10,388,400,49.2,36,29,30,22,,wennbal01
165,Anthony Mantha,26,2TM,RW,56,15,14,29,-14,25,12,3,0,0,13,1,0,138,10.9,236,1014:56,18:07,18,23,43.9,27,49,11,30,,manthan01
165,Anthony Mantha,26,DET,RW,42,11,10,21,-14,17,9,2,0,0,10,0,0,100,11.0,180,766:23,18:15,15,16,48.4,20,34,6,19,,manthan01
165,Anthony Mantha,26,WSH,RW,14,4,4,8,0,8,3,1,0,0,3,1,0,38,10.5,56,248:33,17:45,3,7,30.0,7,15,5,11,,manthan01
166,Anthony Beauvillier,23,NYI,LW,47,15,13,28,15,12,12,3,0,5,12,1,0,109,13.8,174,770:51,16:24,2,5,28.6,13,39,15,27,,beauvan01
167,Calle Järnkrok,29,NSH,C,49,13,15,28,13,14,10,2,1,2,9,6,0,91,14.3,133,823:08,16:48,41,54,43.2,15,30,19,11,,jarnkca01
168,Seth Jones,26,CBJ,D,56,5,23,28,-18,26,3,2,0,1,17,6,0,141,3.5,256,1412:44,25:14,0,0,,101,102,20,43,,jonesse01
169,Kevin Labanc,25,SJS,RW,55,12,16,28,-9,31,12,0,0,2,13,3,0,129,9.3,229,903:15,16:25,0,1,0.0,15,61,17,24,,labanke01
170,Evgeni Malkin,34,PIT,C,33,8,20,28,-4,24,4,4,0,0,15,5,0,72,11.1,126,585:27,17:44,152,206,42.5,12,18,26,34,,malkiev01
171,Sean Monahan,26,CGY,C,50,10,18,28,-6,10,6,4,0,5,13,5,0,98,10.2,154,884:32,17:41,340,354,49.0,18,49,28,35,,monahse01
172,Jean-Gabriel Pageau,28,NYI,C,54,14,14,28,10,10,7,5,2,3,11,3,0,81,17.3,130,906:40,16:47,472,361,56.7,58,111,17,19,Selke-16,pageaje01
173,Rickard Rakell,27,ANA,RW,52,9,19,28,-14,12,9,0,0,1,15,4,0,144,6.3,265,926:59,17:50,5,10,33.3,16,65,21,23,,rakelri01
174,Mikael Granlund,28,NSH,C,51,13,14,27,-1,14,8,5,0,1,12,2,0,74,17.6,134,992:23,19:28,243,226,51.8,42,46,23,27,,granlmi01
175,Miro Heiskanen,21,DAL,D,55,8,19,27,-9,12,5,3,0,1,11,8,0,121,6.6,262,1373:13,24:58,0,0,,52,47,16,48,Byng-40,heiskmi01
176,Nils Höglander,20,VAN,LW,56,13,14,27,-4,16,12,1,0,1,14,0,0,118,11.0,196,864:47,15:27,1,1,50.0,19,26,42,20,Calder-8,hoglani01
177,Jake Muzzin,31,TOR,D,53,4,23,27,21,29,2,1,1,0,22,1,0,103,3.9,192,1143:51,21:35,0,0,,94,101,24,63,,muzzija01
178,Justin Schultz,30,WSH,D,46,3,24,27,12,10,3,0,0,1,16,8,0,67,4.5,130,874:44,19:01,0,0,,49,28,12,25,,schulju01
179,Pius Suter,24,CHI,F,55,14,13,27,-5,14,13,1,0,3,11,2,0,112,12.5,156,898:21,16:20,266,359,42.6,34,28,27,19,Calder-11,suterpi01
