,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,Shots,Shots,Shots,Ice Time,Ice Time,Faceoffs,Faceoffs,Faceoffs,,,,,,-additional
408,Colin Greening,29,OTT,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,4:00,4:00,0,0,,0,3,0,1,,greenco01
408,Colin Greening,29,TOR,LW,30,7,8,15,-2,13,6,1,0,0,7,1,0,56,12.5,100,432:59,14:26,13,8,61.9,10,87,10,9,,greenco01
409,Shawn Horcoff,37,ANA,C,59,6,9,15,1,34,5,0,1,2,8,0,1,73,8.2,116,783:56,13:17,320,306,51.1,24,58,12,28,,horcosh01
410,Sergey Kalinin,24,NJD,C,78,8,7,15,-9,33,5,3,0,2,7,0,0,70,11.4,122,1039:26,13:20,134,188,41.6,30,146,25,17,,kalinse01
411,Tom Kühnhackl,24,PIT,RW,42,5,10,15,3,24,3,0,2,1,10,0,0,52,9.6,79,512:24,12:12,0,3,0.0,32,57,5,6,,kuhnhto01
412,Josh Manson,24,ANA,D,71,5,10,15,11,74,5,0,0,1,10,0,0,88,5.7,171,1333:33,18:47,0,0,,67,158,18,51,,mansojo01
413,Dominic Moore,35,NYR,C,80,6,9,15,-2,32,6,0,0,2,9,0,0,94,6.4,150,1063:36,13:18,476,384,55.3,35,51,24,36,,mooredo01
414,Brendan Smith,26,DET,D,63,3,12,15,1,62,2,1,0,0,12,0,0,82,3.7,172,1109:00,17:36,0,0,,42,94,10,35,,smithbr05
415,Marc Staal,29,NYR,D,77,2,13,15,2,36,2,0,0,1,13,0,0,65,3.1,145,1515:18,19:41,1,3,25.0,120,65,20,49,,staalma01
416,Linden Vey,24,VAN,RW,41,4,11,15,-14,6,1,3,0,0,9,2,0,40,10.0,75,645:49,15:45,193,256,43.0,9,4,16,16,,veyli01
417,Emerson Etem,23,2TM,RW,58,7,8,15,-12,11,7,0,0,1,8,0,0,100,7.0,182,762:42,13:09,2,2,50.0,43,87,20,20,,etemem01
417,Emerson Etem,23,NYR,RW,19,0,3,3,-4,2,0,0,0,0,3,0,0,23,0.0,50,210:28,11:05,1,1,50.0,7,26,13,3,,etemem01
417,Emerson Etem,23,VAN,RW,39,7,5,12,-8,9,7,0,0,1,5,0,0,77,9.1,132,552:14,14:10,1,1,50.0,36,61,7,17,,etemem01
418,Andreas Athanasiou,21,DET,C,37,9,5,14,1,5,8,0,1,1,5,0,0,53,17.0,85,333:39,9:01,53,76,41.1,8,17,11,7,,athanan01
419,Pierre-Édouard Bellemare,30,PHI,LW,74,7,7,14,-8,27,6,0,1,1,6,0,1,102,6.9,199,1004:06,13:34,272,307,47.0,61,65,37,23,,bellepi01
420,Alex Chiasson,25,OTT,RW,77,8,6,14,2,45,5,2,1,1,6,0,0,88,9.1,142,1050:05,13:38,3,2,60.0,28,103,26,16,,chiasal01
421,Eric Fehr,30,PIT,C,55,8,6,14,0,19,4,0,4,2,5,1,0,74,10.8,125,718:04,13:03,107,135,44.2,45,60,30,11,,fehrer01
422,Radko Gudas,25,PHI,D,76,5,9,14,-3,116,5,0,0,1,9,0,0,150,3.3,340,1508:07,19:51,0,0,,157,304,11,57,,gudasra01
423,Erik Gustafsson,23,CHI,D,41,0,14,14,11,4,0,0,0,0,13,1,0,58,0.0,130,633:26,15:27,0,0,,37,29,9,12,,gustaer02
424,Jack Johnson,29,CBJ,D,60,6,8,14,-16,25,3,3,0,2,5,3,0,86,7.0,205,1450:31,24:11,0,1,0.0,102,98,8,30,,johnsja02
425,Jacob Josefson,24,NJD,C,58,4,10,14,-21,20,1,3,0,1,1,8,1,86,4.7,147,900:17,15:31,323,344,48.4,40,67,19,18,,josefja01
426,David Legwand,35,BUF,C,79,5,9,14,-4,14,4,0,1,0,7,1,1,61,8.2,93,766:43,9:42,196,231,45.9,18,28,19,12,,legwada01
427,Joffrey Lupul,32,TOR,LW,46,11,3,14,-10,12,9,2,0,2,1,2,0,102,10.8,178,672:34,14:37,0,4,0.0,14,58,12,7,,lupuljo01
428,Jake McCabe,22,BUF,D,77,4,10,14,6,51,4,0,0,0,10,0,0,62,6.5,146,1472:03,19:07,0,2,0.0,109,114,17,34,,mccabja01
429,Brayden McNabb,25,LAK,D,81,2,12,14,11,92,2,0,0,1,10,1,1,91,2.2,227,1524:01,18:49,0,0,,95,206,19,56,,mcnabbr01
430,Jack Skille,28,COL,RW,74,8,6,14,-4,11,8,0,0,0,6,0,0,106,7.5,176,653:36,8:50,4,15,21.1,25,97,17,8,Byng-31,skillja01
431,Scottie Upshall,32,STL,RW,70,6,8,14,5,44,6,0,0,1,5,0,3,113,5.3,182,766:20,10:57,12,22,35.3,16,92,19,10,,upshasc01
432,Trevor van Riemsdyk,24,CHI,D,82,3,11,14,-5,31,3,0,0,1,8,2,1,85,3.5,194,1638:40,19:59,0,0,,155,44,17,45,,vanritr01
433,Chris VandeVelde,28,PHI,C,79,2,12,14,-7,27,1,0,1,0,12,0,0,77,2.6,128,1070:36,13:33,6,15,28.6,60,139,21,18,,vandech01
434,Ryan Garbutt,30,2TM,C,80,7,7,14,-11,48,6,0,1,3,7,0,0,135,5.2,242,866:49,10:50,1,7,12.5,28,165,12,18,,garbury01
434,Ryan Garbutt,30,CHI,C,43,2,4,6,-7,27,2,0,0,1,4,0,0,83,2.4,132,444:04,10:20,0,2,0.0,10,94,5,7,,garbury01
434,Ryan Garbutt,30,ANA,C,37,5,3,8,-4,21,4,0,1,2,3,0,0,52,9.6,110,422:45,11:26,1,5,16.7,18,71,7,11,,garbury01
435,Brooks Laich,32,2TM,C,81,2,12,14,-13,18,2,0,0,1,11,0,1,101,2.0,158,926:14,11:26,98,145,40.3,34,126,29,16,Byng-46,laichbr01
435,Brooks Laich,32,WSH,C,60,1,6,7,-7,16,1,0,0,1,6,0,0,66,1.5,104,632:44,10:33,38,71,34.9,25,83,12,9,,laichbr01
435,Brooks Laich,32,TOR,C,21,1,6,7,-6,2,1,0,0,0,5,0,1,35,2.9,54,293:30,13:59,60,74,44.8,9,43,17,7,,laichbr01
436,Andrew Copp,21,WPG,C,77,7,6,13,8,6,7,0,0,0,6,0,0,54,13.0,89,616:15,8:00,224,262,46.1,18,87,10,18,Byng-70,coppan01
437,Michael Del Zotto,25,PHI,D,52,4,9,13,-8,16,4,0,0,1,8,1,0,98,4.1,214,1217:28,23:25,0,0,,104,140,14,31,,delzomi01
438,Andrew Desjardins,29,CHI,LW,77,8,5,13,-8,30,8,0,0,1,5,0,0,96,8.3,183,1030:25,13:23,43,44,49.4,49,102,26,15,,desjaan01
439,Andy Greene,33,NJD,D,82,4,9,13,7,26,3,1,0,0,8,1,0,63,6.3,148,1882:05,22:57,0,0,,154,73,26,38,,greenan01
440,Dan Hamhuis,33,VAN,D,58,3,10,13,-2,28,2,1,0,1,8,2,0,72,4.2,164,1242:05,21:25,0,0,,72,64,24,47,Byng-38,hamhuda01
441,Dmitrij Jaškin,22,STL,RW,65,4,9,13,3,26,4,0,0,1,9,0,0,92,4.3,159,770:51,11:52,8,20,28.6,16,126,21,8,,jaskidm01
442,Josh Jooris,25,CGY,C,59,4,9,13,-1,39,4,0,0,0,7,0,2,80,5.0,129,725:01,12:17,114,143,44.4,33,62,14,14,,joorijo01
443,Dwight King,26,LAK,LW,47,7,6,13,-6,24,7,0,0,2,6,0,0,48,14.6,94,678:33,14:26,2,5,28.6,6,73,5,6,,kingdw01
444,Derek MacKenzie,34,FLA,C,64,6,7,13,7,36,6,0,0,3,6,0,1,79,7.6,126,841:42,13:09,439,362,54.8,38,154,27,13,,mackede01
445,Cody McLeod,31,COL,LW,82,8,5,13,1,138,7,1,0,1,5,0,0,73,11.0,107,864:14,10:32,1,0,100.0,28,240,6,2,,mcleoco01
446,Chris Neil,36,OTT,RW,80,5,8,13,-3,165,5,0,0,0,8,0,0,70,7.1,134,743:51,9:18,1,1,50.0,12,215,11,12,,neilch01
447,William Nylander,19,TOR,C,22,6,7,13,1,4,5,1,0,1,5,2,0,43,14.0,99,359:26,16:20,143,148,49.1,5,5,16,10,,nylanwi01
448,Iiro Pakarinen,24,EDM,RW,63,5,8,13,-10,8,5,0,0,0,6,2,0,76,6.6,140,677:16,10:45,5,8,38.5,21,152,10,9,,pakarii01
449,Michal Rozsíval,37,CHI,D,51,1,12,13,3,33,1,0,0,0,9,2,1,41,2.4,90,824:11,16:10,0,0,,63,81,6,24,,rozsimi01
450,Jake Virtanen,19,VAN,RW,55,7,6,13,-7,45,6,1,0,1,6,0,0,94,7.4,174,636:01,11:34,2,3,40.0,22,128,22,15,,virtaja01
451,Chris Wideman,26,OTT,D,64,6,7,13,4,34,5,1,0,2,6,1,0,87,6.9,177,892:49,13:57,0,0,,71,57,5,29,,widemch01
452,Nick Spaling,27,2TM,C,58,3,10,13,-2,24,3,0,0,0,10,0,0,53,5.7,108,828:04,14:17,309,292,51.4,45,65,31,13,,spalini01
452,Nick Spaling,27,TOR,C,35,1,6,7,-7,18,1,0,0,0,6,0,0,32,3.1,63,534:06,15:16,259,249,51.0,29,44,23,7,,spalini01
452,Nick Spaling,27,SJS,C,23,2,4,6,5,6,2,0,0,0,4,0,0,21,9.5,45,293:58,12:47,50,43,53.8,16,21,8,6,,spalini01
453,Jordie Benn,28,DAL,D,64,3,9,12,2,21,2,1,0,2,8,0,1,58,5.2,123,1001:11,15:39,0,0,,94,90,12,39,,bennjo01
454,Beau Bennett,24,PIT,RW,33,6,6,12,-1,10,5,1,0,0,4,2,0,52,11.5,93,392:33,11:54,2,4,33.3,6,65,5,10,,bennebe01
455,Ryan Carter,32,MIN,LW,60,7,5,12,-3,48,6,0,1,0,5,0,0,62,11.3,96,668:27,11:08,21,17,55.3,37,87,17,7,,cartery01
456,Kyle Chipchura,29,ARI,C,70,4,8,12,-10,38,4,0,0,1,7,1,0,47,8.5,87,716:25,10:14,88,80,52.4,13,73,25,16,,chipcky01
457,Ian Cole,26,PIT,D,70,0,12,12,-3,59,0,0,0,0,11,1,0,72,0.0,145,1206:44,17:14,0,0,,122,122,8,32,,coleia01
458,Nicolas Deslauriers,24,BUF,LW,70,6,6,12,-14,59,6,0,0,1,6,0,0,72,8.3,136,722:59,10:20,0,1,0.0,30,206,14,8,,deslani01
459,Alexei Emelin,29,MTL,D,72,0,12,12,-7,71,0,0,0,0,12,0,0,71,0.0,195,1475:51,20:30,0,0,,113,256,15,75,,emelial01
460,Deryk Engelland,33,CGY,D,69,3,9,12,7,54,3,0,0,0,8,0,1,71,4.2,149,1050:58,15:14,0,0,,107,105,8,22,,engelde01
461,Radek Faksa,22,DAL,C,45,5,7,12,9,16,5,0,0,1,6,1,0,67,7.5,116,555:55,12:21,197,204,49.1,33,48,20,9,,faksara01
462,Josh Gorges,31,BUF,D,77,2,10,12,-7,72,2,0,0,0,10,0,0,57,3.5,139,1575:49,20:28,0,0,,167,143,13,17,,gorgejo01
463,Matt Hendricks,34,EDM,LW,68,5,7,12,2,82,4,0,1,0,6,0,1,62,8.1,118,900:10,13:14,251,202,55.4,68,175,14,20,,hendrma01
464,Oscar Klefbom,22,EDM,D,30,4,8,12,-4,6,4,0,0,1,5,3,0,48,8.3,104,656:33,21:53,0,0,,62,21,10,31,,klefbos01
465,Evgeny Medvedev,33,PHI,D,45,4,8,12,5,34,3,1,0,1,6,2,0,71,5.6,189,847:17,18:50,0,0,,34,38,13,27,,medveev01
466,Marc Methot,30,OTT,D,69,5,7,12,12,34,5,0,0,0,7,0,0,74,6.8,132,1425:25,20:39,0,0,,90,124,10,49,,methoma01
467,Teemu Pulkkinen,24,DET,LW,36,6,6,12,2,14,5,1,0,1,4,2,0,65,9.2,135,416:25,11:34,0,1,0.0,8,5,12,12,,pulkkte01
468,Dennis Seidenberg,34,BOS,D,61,1,11,12,-1,24,1,0,0,0,10,1,0,66,1.5,132,1183:15,19:24,0,0,,120,127,16,24,,seidede01
469,Chris Thorburn,32,WPG,RW,82,6,6,12,-1,81,5,0,1,2,6,0,0,70,8.6,114,829:57,10:07,68,54,55.7,32,146,11,18,,thorbch01
470,Christian Ehrhoff,33,2TM,D,48,2,10,12,-11,34,2,0,0,0,2,8,0,80,2.5,174,743:13,15:29,0,0,,35,39,5,22,,ehrhoch01
470,Christian Ehrhoff,33,LAK,D,40,2,8,10,-10,32,2,0,0,0,1,7,0,61,3.3,137,606:53,15:10,0,0,,28,34,5,20,,ehrhoch01
470,Christian Ehrhoff,33,CHI,D,8,0,2,2,-1,2,0,0,0,0,1,1,0,19,0.0,37,136:20,17:03,0,0,,7,5,0,2,,ehrhoch01
471,Jyrki Jokipakka,24,2TM,D,58,2,10,12,4,14,2,0,0,1,10,0,0,45,4.4,98,902:25,15:34,0,0,,66,69,14,35,,jokipjy01
471,Jyrki Jokipakka,24,DAL,D,40,2,4,6,1,6,2,0,0,1,4,0,0,26,7.7,65,580:08,14:30,0,0,,43,47,7,21,,jokipjy01
471,Jyrki Jokipakka,24,CGY,D,18,0,6,6,3,8,0,0,0,0,6,0,0,19,0.0,33,322:17,17:54,0,0,,23,22,7,14,,jokipjy01
472,Kyle Brodziak,31,STL,C,76,7,4,11,-1,37,4,0,3,4,4,0,0,49,14.3,104,821:11,10:48,275,281,49.5,37,50,18,11,,brodzky01
473,Gregory Campbell,32,CBJ,C,82,3,8,11,-6,78,3,0,0,2,8,0,0,58,5.2,115,866:26,10:34,229,253,47.5,56,100,14,11,,campbgr01
474,Erik Condra,29,TBL,RW,54,6,5,11,-4,34,6,0,0,0,5,0,0,58,10.3,96,578:10,10:42,1,2,33.3,16,20,15,12,,condrer01
475,Nick Cousins,22,PHI,C,36,6,5,11,5,4,6,0,0,1,3,2,0,41,14.6,67,386:19,10:44,109,128,46.0,17,38,18,13,,cousini01
476,Brandon Davidson,24,EDM,D,51,4,7,11,7,20,2,2,0,0,6,0,1,63,6.3,166,979:01,19:12,0,0,,92,74,19,45,,davidbr01
477,Brenden Dillon,25,SJS,D,76,2,9,11,8,61,2,0,0,1,9,0,0,93,2.2,212,1268:17,16:41,0,0,,89,154,12,42,,dillobr01
478,Tyler Ennis,26,BUF,C,23,3,8,11,-9,11,1,2,0,0,6,2,0,57,5.3,102,415:34,18:04,2,0,100.0,8,30,11,16,,ennisty01
479,Jason Garrison,31,TBL,D,72,5,6,11,-4,18,5,0,0,1,6,0,0,99,5.1,200,1329:23,18:28,0,0,,105,88,15,45,,garrija01
480,Stephen Gionta,32,NJD,C,82,1,10,11,-13,43,1,0,0,0,10,0,0,62,1.6,110,1001:16,12:13,291,400,42.1,36,113,17,8,,giontst01
481,Quinton Howden,24,FLA,C,58,6,5,11,-1,18,6,0,0,0,5,0,0,54,11.1,82,601:35,10:22,3,3,50.0,10,116,9,7,,howdequ01
482,Alexey Marchenko,24,DET,D,66,2,9,11,-5,10,2,0,0,0,8,0,1,40,5.0,107,1110:51,16:50,0,0,,100,47,7,33,,marchal01
483,Andreas Martinsen,25,COL,LW,55,4,7,11,-4,47,4,0,0,1,7,0,0,52,7.7,90,610:21,11:06,1,3,25.0,27,155,11,5,,martian01
484,Jay McClement,32,CAR,C,77,3,8,11,-17,24,2,0,1,0,8,0,0,64,4.7,107,893:29,11:36,375,303,55.3,31,79,32,21,,mccleja01
485,Cédric Paquette,22,TBL,C,56,6,5,11,-2,51,5,0,1,1,5,0,0,50,12.0,100,713:24,12:44,141,142,49.8,31,137,16,13,,paquece01
486,Mark Pysyk,24,BUF,D,55,1,10,11,-1,32,1,0,0,0,8,1,1,44,2.3,102,874:40,15:54,0,0,,49,37,9,21,,pysykma01
487,Kyle Quincey,30,DET,D,47,4,7,11,1,36,4,0,0,2,7,0,0,62,6.5,113,928:53,19:46,0,0,,62,49,8,26,,quincky01
488,Bryan Rust,23,PIT,RW,41,4,7,11,1,12,4,0,0,1,6,1,0,68,5.9,114,512:24,12:30,1,3,25.0,23,62,10,8,,rustbr01
489,Chris Terry,26,CAR,LW,68,8,3,11,-12,16,8,0,0,0,3,0,0,78,10.3,151,766:41,11:16,1,8,11.1,21,82,21,20,,terrych01
490,R.J. Umberger,33,PHI,C,39,2,9,11,1,15,1,1,0,0,8,1,0,48,4.2,72,396:11,10:10,2,3,40.0,15,59,4,7,,umberrj01
491,Frank Vatrano,21,BOS,C,39,8,3,11,-3,14,8,0,0,1,3,0,0,99,8.1,150,463:20,11:53,0,3,0.0,23,61,16,11,,vatrafr01
492,Andy Andreoff,24,LAK,LW,60,8,2,10,1,76,8,0,0,1,2,0,0,46,17.4,89,527:35,8:48,134,134,50.0,11,82,12,12,,andrean01
493,Joel Armia,22,WPG,RW,43,4,6,10,2,12,4,0,0,1,4,0,2,52,7.7,97,522:56,12:10,0,2,0.0,20,59,23,13,,armiajo01
494,Mark Barberio,25,MTL,D,30,2,8,10,0,6,2,0,0,0,8,0,0,32,6.3,88,449:56,15:00,0,0,,18,12,11,19,,barbema01
495,Ben Chiarot,24,WPG,D,70,1,9,10,-9,43,1,0,0,0,9,0,0,74,1.4,166,1012:03,14:27,0,0,,105,130,15,34,,chiarbe01
496,Braydon Coburn,30,TBL,D,80,1,9,10,12,53,1,0,0,0,8,0,1,92,1.1,191,1340:11,16:45,0,0,,88,111,17,31,,coburbr01
497,Adam Cracknell,30,2TM,RW,52,5,5,10,-1,20,5,0,0,1,5,0,0,68,7.4,120,636:01,12:14,156,239,39.5,25,124,23,14,,crackad01
497,Adam Cracknell,30,VAN,RW,44,5,5,10,1,14,5,0,0,1,5,0,0,55,9.1,101,545:36,12:24,152,230,39.8,22,94,20,11,,crackad01
497,Adam Cracknell,30,EDM,RW,8,0,0,0,-2,6,0,0,0,0,0,0,0,13,0.0,19,90:25,11:18,4,9,30.8,3,30,3,3,,crackad01
498,Jonathan Drouin,20,TBL,LW,21,4,6,10,1,4,4,0,0,1,4,2,0,25,16.0,56,303:18,14:27,9,10,47.4,2,18,8,11,,drouijo01
499,Bobby Farnham,27,2TM,RW,53,8,2,10,-2,97,8,0,0,0,2,0,0,50,16.0,86,493:36,9:19,2,2,50.0,19,93,11,7,,farnhbo01
499,Bobby Farnham,27,PIT,RW,3,0,0,0,0,5,0,0,0,0,0,0,0,2,0.0,2,20:04,6:41,0,0,,0,10,0,0,,farnhbo01
499,Bobby Farnham,27,NJD,RW,50,8,2,10,-2,92,8,0,0,0,2,0,0,48,16.7,84,473:32,9:28,2,2,50.0,19,83,11,7,,farnhbo01
500,Landon Ferraro,24,2TM,C,68,5,5,10,-11,27,5,0,0,1,5,0,0,77,6.5,132,721:34,10:37,29,57,33.7,29,101,16,17,,ferrala01
500,Landon Ferraro,24,DET,C,10,0,0,0,-3,7,0,0,0,0,0,0,0,12,0.0,20,95:34,9:33,1,3,25.0,5,22,3,1,,ferrala01
500,Landon Ferraro,24,BOS,C,58,5,5,10,-8,20,5,0,0,1,5,0,0,65,7.7,112,626:00,10:48,28,54,34.1,24,79,13,16,,ferrala01
501,Brian Flynn,27,MTL,C,56,4,6,10,-3,6,3,0,1,0,5,0,1,73,5.5,108,657:03,11:44,200,146,57.8,33,23,20,11,,flynnbr01
502,Matt Hunwick,30,TOR,D,60,2,8,10,-17,32,2,0,0,1,6,2,0,74,2.7,183,1353:49,22:34,0,0,,98,126,24,44,,hunwima01
503,Ben Lovejoy,31,PIT,D,66,4,6,10,9,30,4,0,0,0,5,0,1,90,4.4,172,1245:13,18:52,0,0,,104,154,20,18,,lovejbe01
504,Ryan Murphy,22,CAR,D,35,0,10,10,-1,10,0,0,0,0,9,1,0,47,0.0,99,603:52,17:15,0,0,,22,25,11,18,,murphry01
505,Darnell Nurse,20,EDM,D,69,3,7,10,-13,60,3,0,0,0,5,1,1,120,2.5,241,1395:55,20:14,0,0,,103,160,13,43,,nurseda01
506,Brooks Orpik,35,WSH,D,41,3,7,10,11,24,3,0,0,1,7,0,0,31,9.7,81,812:14,19:49,0,0,,102,125,7,24,,orpikbr01
507,Miikka Salomäki,22,NSH,RW,61,5,5,10,-1,28,5,0,0,1,4,0,1,61,8.2,121,732:03,12:00,2,1,66.7,30,164,17,12,,salommi01
508,Nick Schultz,33,PHI,D,81,1,9,10,-1,42,1,0,0,0,9,0,0,70,1.4,161,1453:41,17:57,1,0,100.0,174,85,4,38,,schulni01
509,Conor Sheary,23,PIT,LW,44,7,3,10,-1,8,7,0,0,0,3,0,0,51,13.7,89,429:08,9:45,1,7,12.5,5,15,7,9,,shearco01
510,Nick Shore,23,LAK,C,68,3,7,10,-10,32,3,0,0,1,5,2,0,90,3.3,155,843:37,12:24,384,357,51.8,17,97,13,7,,shoreni01
511,Austin Watson,24,NSH,LW,57,3,7,10,-4,32,3,0,0,0,7,0,0,55,5.5,92,570:09,10:00,6,7,46.2,45,74,11,10,,watsoau01
512,Marko Daňo,21,2TM,C,34,5,5,10,-7,10,5,0,0,0,4,1,0,54,9.3,92,416:33,12:15,2,4,33.3,15,62,10,15,,danoma01
512,Marko Daňo,21,CHI,C,13,1,1,2,0,2,1,0,0,0,1,0,0,15,6.7,26,125:54,9:41,1,3,25.0,7,15,2,6,,danoma01
512,Marko Daňo,21,WPG,C,21,4,4,8,-7,8,4,0,0,0,3,1,0,39,10.3,66,290:39,13:50,1,1,50.0,8,47,8,9,,danoma01
513,Markus Granlund,22,2TM,C,47,6,4,10,-4,14,5,0,1,1,3,0,1,56,10.7,113,648:01,13:47,202,270,42.8,23,31,19,11,,granlma01
513,Markus Granlund,22,CGY,C,31,4,3,7,-1,8,3,0,1,0,2,0,1,37,10.8,80,401:56,12:58,126,156,44.7,15,21,17,5,,granlma01
513,Markus Granlund,22,VAN,C,16,2,1,3,-3,6,2,0,0,1,1,0,0,19,10.5,33,246:05,15:23,76,114,40.0,8,10,2,6,,granlma01
514,Rob Scuderi,37,3TM,D,63,0,10,10,7,10,0,0,0,0,9,0,1,35,0.0,71,996:02,15:49,0,1,0.0,75,31,5,29,Byng-56,scudero01
514,Rob Scuderi,37,PIT,D,25,0,4,4,4,8,0,0,0,0,3,0,1,9,0.0,25,427:03,17:05,0,1,0.0,32,10,1,12,,scudero01
514,Rob Scuderi,37,CHI,D,17,0,0,0,-6,0,0,0,0,0,0,0,0,14,0.0,21,188:38,11:06,0,0,,10,7,3,5,,scudero01
514,Rob Scuderi,37,LAK,D,21,0,6,6,9,2,0,0,0,0,6,0,0,12,0.0,25,380:21,18:07,0,0,,33,14,1,12,,scudero01
515,Phillip Danault,22,2TM,C,51,4,6,10,-5,14,4,0,0,1,6,0,0,72,5.6,123,650:37,12:45,247,272,47.6,28,45,18,11,,danauph01
515,Phillip Danault,22,CHI,C,30,1,4,5,-3,6,1,0,0,1,4,0,0,48,2.1,78,385:25,12:51,163,206,44.2,17,33,12,5,,danauph01
515,Phillip Danault,22,MTL,C,21,3,2,5,-2,8,3,0,0,0,2,0,0,24,12.5,45,265:12,12:38,84,66,56.0,11,12,6,6,,danauph01
516,Matt Carle,31,TBL,D,64,2,7,9,4,26,2,0,0,1,7,0,0,54,3.7,112,1073:54,16:47,0,0,,91,30,9,28,,carlema01
517,Daniel Carr,24,MTL,LW,23,6,3,9,0,8,5,1,0,1,3,0,0,39,15.4,76,277:41,12:04,0,0,,5,25,7,4,,carrda01
518,Kyle Clifford,25,LAK,LW,56,3,6,9,-1,55,3,0,0,0,6,0,0,68,4.4,117,523:35,9:21,3,4,42.9,11,111,5,6,,cliffky01
519,Ryan Dzingel,23,OTT,LW,30,3,6,9,4,11,3,0,0,0,6,0,0,23,13.0,46,323:56,10:48,2,2,50.0,4,54,6,2,,dzingry01
520,Joel Edmundson,22,STL,D,67,1,8,9,0,63,1,0,0,0,8,0,0,90,1.1,187,1000:16,14:56,0,0,,62,165,7,19,,edmunjo01
521,Erik Gudbranson,24,FLA,D,64,2,7,9,3,49,2,0,0,0,7,0,0,73,2.7,156,1287:12,20:07,0,0,,73,150,11,28,,gudbrer01
522,Carl Gunnarsson,29,STL,D,72,3,6,9,7,31,2,1,0,0,6,0,0,51,5.9,116,1251:20,17:23,0,0,,119,67,14,23,,gunnaca01
523,Jamie McBain,27,LAK,D,44,2,7,9,2,6,1,1,0,0,2,5,0,32,6.3,78,538:24,12:14,0,0,,38,20,2,13,,mcbaija02
524,Adam McQuaid,29,BOS,D,64,1,8,9,6,89,1,0,0,0,8,0,0,42,2.4,107,1154:34,18:02,0,0,,121,142,7,27,,mcquaad01
525,Nikita Nesterov,22,TBL,D,57,3,6,9,-6,41,1,2,0,0,4,2,0,57,5.3,142,848:42,14:53,0,0,,31,95,8,30,,nesteni01
526,Magnus Pääjärvi,24,STL,LW,48,3,6,9,-9,8,3,0,0,1,6,0,0,88,3.4,142,616:48,12:51,0,2,0.0,16,44,8,4,,paajama01
527,Dalton Prout,25,CBJ,D,64,3,6,9,-6,102,3,0,0,0,6,0,0,69,4.3,151,1035:03,16:10,0,1,0.0,70,139,7,25,,proutda01
528,Dennis Rasmussen,25,CHI,C,44,4,5,9,9,4,4,0,0,1,5,0,0,42,9.5,67,403:12,9:10,144,163,46.9,20,36,7,5,,rasmude01
529,Kerby Rychel,21,CBJ,LW,32,2,7,9,5,15,2,0,0,0,7,0,0,32,6.3,55,304:27,9:31,1,2,33.3,9,39,9,9,,rycheke01
530,Brandon Sutter,26,VAN,C,20,5,4,9,3,2,3,1,1,2,4,0,0,45,11.1,71,359:32,17:59,146,132,52.5,10,12,4,5,,suttebr03
531,Jordin Tootoo,32,NJD,RW,66,4,5,9,-26,102,2,2,0,0,2,3,0,90,4.4,141,760:50,11:32,0,2,0.0,18,99,17,23,,tootojo01
532,Scott Gomez,36,2TM,C,34,1,8,9,-7,6,1,0,0,1,4,4,0,20,5.0,32,385:28,11:20,125,152,45.1,10,3,6,13,,gomezsc01
532,Scott Gomez,36,STL,C,21,1,7,8,-4,4,1,0,0,1,3,4,0,10,10.0,18,236:23,11:15,70,89,44.0,6,1,4,11,,gomezsc01
532,Scott Gomez,36,OTT,C,13,0,1,1,-3,2,0,0,0,0,1,0,0,10,0.0,14,149:05,11:28,55,63,46.6,4,2,2,2,,gomezsc01
533,Jarret Stoll,33,2TM,C,80,4,5,9,-1,36,4,0,0,0,5,0,0,49,8.2,78,974:10,12:11,481,362,57.1,69,117,8,11,,stollja01
533,Jarret Stoll,33,NYR,C,29,1,2,3,3,20,1,0,0,0,2,0,0,26,3.8,37,399:36,13:47,158,115,57.9,21,58,6,6,,stollja01
533,Jarret Stoll,33,MIN,C,51,3,3,6,-4,16,3,0,0,0,3,0,0,23,13.0,41,574:34,11:16,323,247,56.7,48,59,2,5,,stollja01
534,Oliver Bjorkstrand,20,CBJ,RW,12,4,4,8,6,0,4,0,0,1,4,0,0,25,16.0,44,191:43,15:59,0,0,,5,9,6,6,,bjorkol01
535,Rene Bourque,34,CBJ,RW,49,3,5,8,-9,38,3,0,0,0,5,0,0,77,3.9,131,511:43,10:27,3,6,33.3,19,82,16,8,,bourqre01
536,Klas Dahlbeck,24,ARI,D,71,2,6,8,-5,28,2,0,0,0,5,0,1,64,3.1,136,1117:02,15:44,0,0,,76,178,10,14,,dahlbkl01
537,Patrik Eliáš,39,NJD,C,16,2,6,8,5,10,2,0,0,0,4,2,0,21,9.5,35,246:59,15:26,9,19,32.1,1,10,5,9,,eliaspa01
538,Cody Goloubef,26,CBJ,D,43,1,7,8,-3,20,1,0,0,0,7,0,0,40,2.5,98,650:27,15:08,0,0,,48,31,3,11,,golouco01
539,Cody Hodgson,25,NSH,C,39,3,5,8,2,6,3,0,0,2,4,1,0,65,4.6,122,418:35,10:44,46,52,46.9,6,25,7,7,,hodgsco01
540,Zack Kassian,25,EDM,RW,36,3,5,8,-7,114,3,0,0,0,5,0,0,42,7.1,77,448:16,12:27,1,3,25.0,6,95,11,15,,kassiza01
